thing,ts,prop_brhum,prop_lrlight,prop_offlight,prop_lrtemp,prop_offhum,prop_offtemp,prop_brlight,prop_brtemp,prop_lrhum,loc_lat,loc_lng,loc_heading,loc_speed,loc_corrId,loc_streetNumber,loc_street,loc_city,loc_state,loc_zipCode,loc_country,attr_m2x_deviceid
homehvac,1.427757826424E9,40.0,4.9,1.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427761663426E9,40.0,0.8,5.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427758426426E9,39.0,4.9,5.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427758063704E9,40.0,4.9,9.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427760466424E9,40.0,0.8,5.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427758606698E9,39.0,0.8,5.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427760523427E9,39.0,0.8,5.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427758183426E9,40.0,4.9,9.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427757763424E9,40.0,4.9,5.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427758426425E9,39.0,4.9,5.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427759926425E9,39.0,0.8,5.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427759863424E9,40.0,0.8,5.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427759206426E9,39.0,0.8,5.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427759143425E9,40.0,0.8,5.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427758543425E9,40.0,0.8,5.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427758508443E9,39.0,0.8,5.0,76.5,37.0,74.5,1.0,72.800003,41.400002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426050646499E9,42.0,0.4,5.0,76.400002,40.0,73.699997,0.0,74.400002,45.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.4260501552E9,42.0,0.4,5.0,76.400002,40.0,73.699997,0.0,74.400002,45.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426049086194E9,42.0,0.4,5.0,77.400002,40.0,73.699997,0.0,74.400002,45.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426048906197E9,42.0,0.4,5.0,77.400002,40.0,73.699997,9.0,74.400002,45.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426049506488E9,42.0,0.4,5.0,77.400002,40.0,73.699997,0.0,74.400002,45.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426048327195E9,42.0,0.4,5.0,77.400002,40.0,73.699997,0.0,74.400002,45.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426049026321E9,42.0,0.4,5.0,77.400002,40.0,73.699997,9.0,74.400002,45.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426049446239E9,42.0,0.4,5.0,77.400002,40.0,73.699997,9.0,74.400002,45.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426047509351E9,42.0,0.4,5.0,76.400002,40.0,73.699997,0.0,74.400002,45.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426050586576E9,42.0,0.4,5.0,76.400002,40.0,73.699997,9.0,74.400002,45.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426048966193E9,42.0,0.4,5.0,77.400002,40.0,73.699997,0.0,74.400002,45.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426047106512E9,42.0,0.4,5.0,77.400002,40.0,73.699997,0.0,74.400002,45.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101485967E9,45.0,48.799999,48.0,74.400002,42.0,72.0,46.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.42410094921E9,45.0,25.4,73.0,74.400002,42.0,72.0,4.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103528716E9,46.0,60.099998,120.0,75.400002,42.0,72.0,59.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103674729E9,46.0,20.799999,50.0,75.400002,42.0,73.0,8.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104071217E9,45.0,24.6,58.0,75.400002,42.0,73.0,6.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104608712E9,45.0,49.700001,116.0,75.400002,42.0,73.0,61.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103108216E9,46.0,58.0,124.0,75.400002,42.0,72.0,58.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100828216E9,46.0,74.300003,118.0,74.400002,42.0,72.0,52.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103548729E9,46.0,22.1,120.0,75.400002,42.0,72.0,59.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104668713E9,45.0,49.700001,108.0,75.400002,42.0,73.0,61.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100768716E9,45.0,74.300003,118.0,74.400002,43.0,72.0,52.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100528214E9,45.0,43.200001,113.0,74.400002,42.0,72.0,44.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104188703E9,46.0,19.9,61.0,75.400002,42.0,73.0,6.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102989217E9,46.0,58.0,124.0,75.400002,42.0,72.0,58.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102388851E9,45.0,60.099998,97.0,75.400002,42.0,72.0,54.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100891219E9,45.0,47.299999,73.0,74.400002,42.0,72.0,26.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101008339E9,45.0,20.799999,37.0,74.400002,42.0,72.0,4.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100916351E9,45.0,39.799999,73.0,74.400002,42.0,72.0,26.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103708301E9,45.0,20.799999,50.0,75.400002,42.0,73.0,8.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103168215E9,46.0,58.0,91.0,75.400002,42.0,72.0,58.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101496973E9,45.0,69.800003,95.0,74.400002,42.0,72.0,9.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101594967E9,46.0,35.599998,107.0,74.400002,42.0,72.0,44.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103300732E9,46.0,36.799999,53.0,75.400002,42.0,72.0,5.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100828217E9,46.0,74.300003,118.0,74.400002,42.0,72.0,52.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102449214E9,45.0,15.5,18.0,75.400002,42.0,72.0,6.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102402735E9,45.0,19.5,97.0,75.400002,42.0,72.0,54.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104131214E9,45.0,55.700001,123.0,75.400002,42.0,73.0,58.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100561237E9,45.0,29.6,81.0,74.400002,42.0,72.0,44.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103288725E9,46.0,20.799999,119.0,75.400002,42.0,72.0,5.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101188217E9,45.0,71.900002,115.0,74.400002,42.0,72.0,52.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102449214E9,45.0,15.5,18.0,75.400002,42.0,72.0,6.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100588221E9,45.0,17.799999,34.0,74.400002,42.0,72.0,9.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101240243E9,45.0,53.799999,115.0,74.400002,42.0,72.0,52.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103611738E9,45.0,52.700001,58.0,75.400002,42.0,72.0,8.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103376236E9,45.0,23.9,123.0,75.400002,42.0,72.0,60.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100723737E9,45.0,43.200001,75.0,74.400002,42.0,72.0,11.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.42410143425E9,45.0,37.900002,48.0,74.400002,42.0,72.0,46.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100895234E9,45.0,56.299999,73.0,74.400002,42.0,72.0,26.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102989217E9,46.0,58.0,124.0,75.400002,42.0,72.0,58.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100650714E9,45.0,55.700001,34.0,74.400002,42.0,72.0,9.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102181232E9,45.0,50.299999,107.0,75.400002,42.0,72.0,54.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103588769E9,45.0,22.1,58.0,75.400002,42.0,72.0,8.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104340721E9,46.0,52.700001,52.0,75.400002,42.0,73.0,6.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101294239E9,45.0,71.900002,45.0,74.400002,42.0,72.0,7.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101251395E9,45.0,21.6,45.0,74.400002,42.0,72.0,7.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103408218E9,46.0,29.6,60.0,75.400002,42.0,72.0,20.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101028206E9,45.0,30.700001,37.0,74.400002,42.0,72.0,4.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104018236E9,46.0,24.6,62.0,75.400002,42.0,73.0,47.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102209214E9,46.0,62.299999,95.0,75.400002,42.0,72.0,54.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102629732E9,45.0,64.599998,31.0,75.400002,42.0,72.0,2.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104083233E9,45.0,55.700001,58.0,75.400002,42.0,73.0,6.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103468709E9,45.0,60.099998,124.0,75.400002,42.0,72.0,59.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101445711E9,45.0,48.799999,48.0,74.400002,42.0,72.0,46.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103468709E9,45.0,60.099998,124.0,75.400002,42.0,72.0,59.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100891218E9,45.0,47.299999,73.0,74.400002,42.0,72.0,26.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102662743E9,46.0,58.0,112.0,75.400002,42.0,72.0,40.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102631714E9,46.0,64.599998,31.0,75.400002,42.0,72.0,40.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104009214E9,46.0,32.900002,124.0,75.400002,43.0,73.0,47.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103441233E9,46.0,43.799999,60.0,75.400002,42.0,72.0,20.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103455711E9,46.0,60.099998,60.0,75.400002,42.0,72.0,20.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102428213E9,45.0,15.5,97.0,75.400002,42.0,72.0,54.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.42410154895E9,46.0,60.099998,107.0,74.400002,42.0,72.0,44.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101729214E9,46.0,69.800003,111.0,74.400002,42.0,72.0,54.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103828704E9,46.0,57.099998,124.0,75.400002,43.0,73.0,61.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102150214E9,45.0,63.099998,107.0,75.400002,42.0,72.0,54.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104188703E9,46.0,19.9,61.0,75.400002,42.0,73.0,6.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103828704E9,46.0,57.099998,124.0,75.400002,43.0,73.0,61.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102688874E9,45.0,58.0,112.0,75.400002,42.0,72.0,58.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104488706E9,45.0,45.299999,122.0,75.400002,43.0,73.0,61.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100588221E9,45.0,17.799999,34.0,74.400002,42.0,72.0,9.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101488947E9,45.0,48.799999,95.0,74.400002,42.0,72.0,9.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.4241041757E9,45.0,19.9,123.0,75.400002,42.0,73.0,58.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103648713E9,45.0,23.9,58.0,75.400002,42.0,73.0,8.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102748715E9,46.0,58.0,112.0,75.400002,42.0,72.0,58.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102809638E9,45.0,58.0,116.0,75.400002,42.0,72.0,58.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101548946E9,46.0,60.099998,107.0,74.400002,42.0,72.0,44.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101968211E9,46.0,63.099998,111.0,74.400002,42.0,72.0,54.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103311732E9,46.0,57.099998,53.0,75.400002,42.0,72.0,5.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100874233E9,46.0,57.799999,118.0,74.400002,42.0,72.0,52.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103730715E9,45.0,26.9,50.0,75.400002,42.0,73.0,8.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100884245E9,46.0,47.299999,118.0,74.400002,42.0,72.0,52.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101608953E9,45.0,59.900002,44.0,74.400002,42.0,72.0,29.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104009218E9,46.0,32.900002,62.0,75.400002,42.0,73.0,47.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103349216E9,45.0,57.099998,123.0,75.400002,42.0,72.0,60.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104329721E9,46.0,33.400002,52.0,75.400002,42.0,73.0,6.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100658903E9,45.0,71.900002,71.0,74.400002,42.0,72.0,3.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100992258E9,45.0,20.799999,42.0,74.400002,42.0,72.0,4.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103648719E9,46.0,23.9,50.0,75.400002,42.0,73.0,8.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104608712E9,45.0,49.700001,116.0,75.400002,42.0,73.0,61.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104009219E9,46.0,32.900002,62.0,75.400002,42.0,73.0,47.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103588769E9,45.0,22.1,58.0,75.400002,42.0,72.0,8.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103171233E9,46.0,39.799999,91.0,75.400002,42.0,72.0,58.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.42410360173E9,45.0,30.700001,58.0,75.400002,42.0,72.0,8.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103888702E9,45.0,57.099998,124.0,75.400002,42.0,73.0,61.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104488703E9,45.0,45.299999,122.0,75.400002,43.0,73.0,61.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101128216E9,46.0,71.900002,115.0,74.400002,42.0,72.0,52.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100908208E9,45.0,26.9,73.0,74.400002,42.0,72.0,26.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102191233E9,45.0,62.299999,107.0,75.400002,42.0,72.0,54.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102213238E9,46.0,34.099998,95.0,75.400002,42.0,72.0,54.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424101036648E9,45.0,54.799999,37.0,74.400002,42.0,72.0,4.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102688875E9,45.0,58.0,112.0,75.400002,42.0,72.0,58.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104431705E9,45.0,45.299999,118.0,75.400002,42.0,73.0,1.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.42410334922E9,45.0,57.099998,123.0,75.400002,42.0,72.0,60.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102928846E9,45.0,58.0,120.0,75.400002,42.0,72.0,58.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103771722E9,45.0,57.099998,124.0,75.400002,42.0,73.0,61.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100651716E9,45.0,55.700001,71.0,74.400002,42.0,72.0,3.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424103048213E9,45.0,58.0,124.0,75.400002,42.0,72.0,58.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104188706E9,46.0,19.9,61.0,75.400002,42.0,73.0,6.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424100948228E9,45.0,25.4,73.0,74.400002,42.0,72.0,26.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424104253809E9,45.0,30.700001,57.0,75.400002,42.0,73.0,6.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.424102640732E9,46.0,57.099998,112.0,75.400002,42.0,72.0,40.0,70.699997,49.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
